brand,name,preference_base_note,preference_middle_note,satisfaction,buyer_gender,buyer_age,user_id
AZZARO,Pour Homme,oakmoss,vetiver,3,Women,30,81.0
Mancera,Roses Vanille,Sugar,Rose,3,Women,28,288.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Patchouli,Amber,3,Women,26,353.0
joop,Homme,patchouli,Jasmine,5,Men,38,396.0
Alina Corel,Monsieur Oud,Musk,Water,4,Men,36,200.0
MONTBLANC,Legend,Sandalwood,OakMoss,4,Women,24,162.0
STELLA MCCARTNEY,Stella,Amber,Rose,3,Men,23,23.0
Roberto Cavalli,Paradiso Assoluto,Sandalwood,RedLily,5,Women,30,117.0
VERSACE,Blue Jeans,Iris,Geranium,4,Women,34,142.0
Calvin Klein,Obsession,Vanilla,Myrrh,3,Women,20,90.0
VERSACE,Crystal Noir,Sandalwood,OrangeBlossom,3,Men,22,163.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Sandalwood,Amber,5,Women,39,278.0
VERSACE,Versace Pour Homme,Musk,BlueHyacinth,3,Men,39,230.0
Geoffrey Beene,Grey Flannel For Men,Oakmoss,Rose,4,Women,38,372.0
Marc Jacobs,Daisy Eau So Fresh,Musk,AppleBlossom,4,Men,35,246.0
CHOPARD,Happy Spirit,Amber,Honeysuckle,5,Women,35,217.0
Calvin Klein,Reveal,HaitianVetiver,AgaveNectar,5,Women,34,299.0
Alina Corel,Beach Palm,Incense,Heliotrope,5,Men,26,172.0
BVLGARI,Man In Black,GuaiacWood,Iris,3,Men,38,145.0
GUESS,Seductive,Olibanum,OrrisRoot,4,Women,21,278.0
Dolce & Gabbana,The One,Musk,Ylang-Ylang,5,Men,34,369.0
Yves Saint Laurent,La Nuit De L`Homme,Vetiver,VirginiaCedar,4,Men,22,26.0
Calvin Klein,Intense Euphoria,Myrrh,Cedar,3,Men,35,138.0
Armaf,Club De Nuit Milestone,Musk,VioletSandalwood,3,Men,26,244.0
cacharel,Noa,Woodsytransparentwithcoffee,ylang-ylang,3,Women,22,246.0
Dior,Sauvage,labdanum,pinkpepper,5,Women,36,351.0
TRUSSARDI,My Name,DryAmber,Musk,4,Men,29,331.0
JAGUAR,Classic Gold,Musk,OrangeBlossom,5,Men,29,136.0
BVLGARI,Extreme,BalsaWood,VegetalAmber,5,Men,23,97.0
VERSACE,Eros,Musk,Jasmine,4,Women,23,45.0
DORALL COLLECTION,Super Cobra,Sandalwood,BlossomPeach,3,Men,22,161.0
MINI COLLECTION,Eaudemoiselle No.1154,rose,cinnamon,4,Men,35,63.0
DAVIDOFF,Adventure,Vetiver,WarmSpicesOfWildAromaticBlackSesame,5,Women,33,218.0
CARTIER,Santos D Concentree,Sandalwood,Vetiver,5,Women,29,331.0
DORALL COLLECTION,24 Pure,Vanilla,Lily,4,Women,37,147.0
AMOUAGE,Interlude,Patchouli,Amber,3,Women,27,100.0
ISSEY MIYAKE,L'eau D'issey Pour Homme,Coriander,Nutmeg,3,Women,35,93.0
AZZARO,Visit,Amber,incense,4,Women,37,137.0
VERSACE,Versace Pour Homme,Musk,BlueHyacinth,3,Women,34,232.0
DORALL COLLECTION,Lancy,Vanilla,Jasmine,5,Men,27,326.0
GIORGIO ARMANI,Si,Patchouli,Davana,3,Men,23,138.0
DORALL COLLECTION,Courageous,Vanilla,Iris,3,Women,24,395.0
VERSACE,L'Homme,Leather,Jasmine,4,Women,35,390.0
GUESS,Dare,CedarWood,Cashmere,5,Women,26,219.0
Giorgio Beverly Hills,giorgio,Cedar,Ylang-ylang,4,Women,23,87.0
LACOSTE,Joy Of Pink,Musk,,5,Women,22,367.0
Franck Olivier,Oud Touch,Vanilla,Patchouli,5,Men,33,191.0
UNITED COLORS OF BENETTON,Hot,OakMoss,LilyofTheValley,3,Women,32,215.0
TED LAPIDUS,Creation,Tuberose,Jasmine,5,Women,32,281.0
Ard Al Zaafaran,Oud 24 Hours,Sandalwood,Jasmine,3,Women,23,62.0
GUCCI,Bloom,RangoonCreeper,Tuberose,3,Men,30,382.0
CARTIER,Pasha Edition Noir,WoodyAmber,Warm,5,Men,22,6.0
jennifer lopez,Live Luxe,softmusk,muguetpetals,3,Men,37,72.0
Estee Lauder,Pleasures Intense,Maple,Lily,4,Women,32,180.0
Mancera,Red,Amber,Patchouli,4,Women,33,256.0
DORALL COLLECTION,Green Secret,Moss,Jasmine,4,Women,26,140.0
PRADA,Amber Intense,CreamyAmber,Vanilla,4,Women,20,320.0
BURBERRY,My Blush,Wisteria,GreenApple,3,Men,27,4.0
JAGUAR,Classic Blue,Benzoin,Lotus,5,Women,26,168.0
MONTBLANC,Emblem,TonkaBean,VioletLeaf,3,Men,38,271.0
Ferrari,Man In Red,TonkaBean,YellowPlum,4,Women,40,327.0
S.T.Dupont,Passenger,WhiteMusk,Gardenia,5,Women,37,275.0
BENTLEY,Azure,TonkaBean,Lavender,4,Women,26,272.0
PACO RABANNE,1 Million Lucky,Vetiver,Honey,5,Men,27,206.0
Ard Al Zaafaran,Oud Sharqia,SweetWood,Citric,4,Men,31,19.0
Ferrari,Scuderia Red,Sandalwood,Jasmine,4,Men,30,371.0
CHLOE,Love Story,Patchouli,BlackCurrant,4,Men,21,192.0
HUGO BOSS,Femme,Apricot,BulgarianRose,4,Women,39,113.0
Alina Corel,Monsieur Oud,Musk,Rose,3,Women,23,38.0
GUESS,Marciano,PowderyVanilla,SweetJasmine,3,Men,26,67.0
Ferrari,Man In Red,Cedar,OrangeBlossom,4,Men,38,74.0
Roberto Cavalli,Paradiso Azzurro,Vanilla,Apple,5,Men,32,313.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Patchouli,Musk,4,Men,26,165.0
jennifer lopez,Live Luxe,diamondmusk,exoticamethystfreesia,4,Women,38,82.0
UNITED COLORS OF BENETTON,Hot,Sandalwood,WaterJasmine,5,Men,21,341.0
BURBERRY,The Beat,CedarWood,CeylonTea,3,Women,30,193.0
LACOSTE,L.12.12 Rouge,AcaciaWood,RooibosTeaExtract(redBushTea),3,Women,37,185.0
Roberto Cavalli,cavalli,TonkaBean,AfricanOrangeFlower,3,Men,22,123.0
GUCCI,Guilty,Lily,Litchi,4,Men,27,252.0
Yves Saint Laurent,L'Homme,TonkaBean,WhitePepper,3,Women,29,173.0
CAROLINA HERRERA,Good Girl,TonkaBean,Tuberose,5,Men,23,179.0
Franck Olivier,Oud Touch,Amber,Patchouli,4,Women,40,64.0
Revlon,Charli Blue,Oakmoss,Jasmine,3,Women,22,18.0
Dolce & Gabbana,The Only One 2,Tonka,Violet,3,Men,33,48.0
Calvin Klein,Euphoria Amber Gold,Mint,Cedar,3,Women,29,139.0
VERSACE,Oud Noir,Patchouli,Saffron,5,Men,37,397.0
GUESS,Marciano,Vanilla,PinkHoneysuckle,4,Men,23,175.0
Jean Paul GAULTIER,Scandal,Beeswax,Gardenia,4,Men,34,178.0
PACO RABANNE,Paco Rabanne,Oakmoss,Thyme,5,Men,34,374.0
Armaf,Club De Nuit Intense,Vanilla,Jasmine,4,Men,20,232.0
DAVIDOFF,Cool Water,Amber,Neroli,3,Women,38,166.0
Pierra Katra,Velvet Oud,Musk,Honeysuckle,3,Men,28,148.0
BVLGARI,Extreme,LaotianBenzoin,VegetalAmber,4,Women,37,254.0
Ferrari,Scuderia Red,Moss,Nutmeg,4,Men,31,254.0
VERSACE,Crystal Noir,Sandalwood,Frangipani,5,Men,25,60.0
CHLOE,Chloe,Cedar,Rose,3,Women,24,224.0
Lancome,Idôle ED,Patchouli,Neroli,5,Women,29,375.0
CAROLINA HERRERA,Good Girl,Amber,OrangeBlossom,5,Men,39,108.0
Sedr Al-Khaleej Perfumes,For Ever,Musk,Cardamom,3,Men,27,271.0
BURBERRY,Body Tender,Amber,WhiteJasmine,5,Men,35,167.0
CHLOE,Love Story,Sandalwood,Lily-of-the-Valley,3,Women,24,256.0
HUGO BOSS,Femme,Apricot,Jasmine,4,Men,38,273.0
Roberto Cavalli,Uomo,Cedar,Honey,4,Women,35,76.0
Yves Saint Laurent,Black Opium,Musk,OrrangeBlossom,3,Women,40,294.0
Alrehab,Anfas Aloud,oud,bergamot,3,Women,33,203.0
HUGO BOSS,Boss,Cedarwood,Cloves,5,Men,32,55.0
Lattafa,Rouat Al Oud,Cedarwood,SpicyNotes,3,Men,33,78.0
Dolce & Gabbana,Intenso,Sandalwood,ClarySage,3,Women,32,177.0
Roberto Cavalli,Women,Vanilla,OrangeTreeBlossom,3,Men,37,115.0
Mancera,Roses Vanille,Vanilla,Sugar,4,Men,24,265.0
J.CASANOVA,ICQ,Wood,Jasmin,3,Women,39,286.0
Sedr Al-Khaleej Perfumes,Love Touch Body Sp,Musk,TiareFlower,4,Women,31,11.0
Estee Lauder,Private Collection,Musk,Chrysanthemum,5,Men,30,357.0
CARTIER,Pasha Edition Noir,CedarAccords,Warm,4,Women,39,259.0
Mancera,Roses Greedy,WhiteMusk,Flowers,4,Women,26,359.0
Mancera,Rose Greedy,Vanilla,Jasmine,3,Men,40,357.0
Elizabeth Arden,Red Door,Sandalwood,Jasmine,4,Women,22,265.0
ESCADA,Magnetism,Caramel,Lily-of-the-valley,5,Women,40,9.0
Alina Corel,Nice Girl,Vanilla,Jasmine,4,Men,36,213.0
joop,Homme,Patchouli,Lily-Of-The-Valley,3,Men,33,119.0
NARCISO RODRIGUEZ,Pure Musc,Cashmeran,Flower,4,Men,23,290.0
jennifer lopez,Live,TonkaBean,Violet,5,Men,23,54.0
Ferrari,Cedar Essence,Amber,Watermelon,3,Women,39,148.0
KORLOFF,In White,TonkaBean,ClarySage,4,Women,28,141.0
Yves Saint Laurent,Black Opium Nuit Blanche,Sandalwood,OrangeBlossomAbsolute,5,Men,33,63.0
Calvin Klein,Sheer Beauty,Sandalwood,Lily,4,Men,27,45.0
GUESS,Dare,Musk,Jasmine,4,Women,37,93.0
GIORGIO ARMANI,Code,Leather,OliveFlowerSpicedWithStarAnise,3,Women,35,166.0
HUGO BOSS,Dark Blue,Olibanum,Cypress,3,Women,25,158.0
Roberto Cavalli,cavalli,Vanilla,AfricanOrangeFlower,3,Men,27,119.0
Guerlain,Ideal,Vetiver,TonkaBean,5,Women,38,329.0
DAVIDOFF,Zino,Vanilla,Muguet,5,Women,32,275.0
PACO RABANNE,Ultraviolet,IndonesianPatchouli,TanzanianBlackPepper,4,Women,25,20.0
LA PERLA,Divina,Woodynotes,Africanorange,3,Women,28,21.0
S.T.Dupont,Dupont,Amber,Iris,5,Men,26,103.0
GUCCI,Oud,Patchouli,BulgarianRose,4,Men,28,308.0
Bill Blass,Nude Natural Spray Colo,OrrisRoot,Jasmine,4,Men,35,247.0
Dolce & Gabbana,The One,Amber,LilyOfTheValley,4,Women,28,14.0
Givenchy,Blue Label,Cedar,Cardamom,5,Men,39,294.0
NINA RICCI,Premier Jour,Sandalwood,Orchid,5,Men,22,378.0
J.CASANOVA,ICQ,CedarWood,Rosewood,4,Women,30,284.0
UNITED COLORS OF BENETTON,Cold,Frankincense,Coriander,4,Women,36,159.0
TRUSSARDI,Uomo,Patchouli,Violet,5,Men,37,121.0
Giorgio Beverly Hills,giorgio,Musk,Jasmine,5,Men,26,168.0
GUESS,Dare,Musk,ElegantJasmine,5,Men,20,147.0
MONTBLANC,Legend,Sandalwood,Apple,3,Men,27,49.0
Gres,Cabotine De Gres,Patchouli,Lily,4,Women,28,340.0
Alrehab,Anfas Aloud,oud,bergamot,3,Men,26,201.0
CAROLINA HERRERA,212 S**Y,Flowers,Pelargonium,5,Men,23,77.0
Yves Saint Laurent,Body Kouros,Benzoin,ClarySage,5,Men,22,181.0
ESCADA,Magnetism,Patchouli,Heliotrope,3,Men,27,308.0
Dolce & Gabbana,The One,Amber,OrangeBlossom,5,Men,34,318.0
joop,Homme,tonkabeans,cinnamon,5,Women,30,219.0
HUGO BOSS,Boss The Scent,Leather,Lavender,5,Men,39,186.0
S.T.Dupont,Dupont,Amber,CedarWood,3,Men,32,208.0
CAROLINA HERRERA,Good Girl,CashmereWood,OrangeBlossom,5,Men,23,237.0
MONTALE,Roses Musk,Musk,Jasmine,5,Women,38,37.0
Calvin Klein,One Shock,WoodsyNotes,Cardamom,3,Men,31,271.0
DAVIDOFF,Cool Water,Amber,Jasmine,3,Women,21,206.0
COACH,Coach,Musk,Gardenia,5,Women,28,72.0
MONTBLANC,Mont Blanc Legend,Amber,Geranium,5,Women,40,269.0
CERRUTI 1881,Cerruti,PineTree,Cassia,5,Women,28,15.0
S.T.Dupont,Dupont,LignumVitae,CedarWood,4,Women,33,369.0
BVLGARI,Goldea,Patchouli,Ylang-Ylang,5,Men,36,108.0
AIGNER,Debut,OakMoss,SunflowerSeed,4,Women,38,326.0
Dolce & Gabbana,K,Masculine,Pimento,5,Men,40,299.0
Misk Perfumes,White Musk Perfume,TailRose,VanillaFlowers,4,Men,32,169.0
Dior,Addict,SandalWood,BulgarianRose,4,Women,27,257.0
Dior,Sauvage Perf,Olibanum,Sandalwood,5,Men,26,160.0
Yves Saint Laurent,Cinema,WhiteMusk,Jasmine,5,Men,35,6.0
Calvin Klein,CK One,Amber,Rose,3,Women,36,223.0
Marc Jacobs,Daisy Eau So Fresh,Musk,Violet,3,Women,21,198.0
AVON,Rare Pearls,Sandalwood,BroomFlower),5,Men,34,22.0
CARTIER,La Panthere,Musk,Ylang-Ylang,3,Women,33,31.0
Revlon,Charlie Blue,Oakmoss,Ylang-Ylang,3,Women,22,20.0
Calvin Klein,One Shock,Patchouli,Blackberry,5,Women,32,294.0
VALENTINO,Valentina,VirginiaCedar,Strawberry,4,Women,40,182.0
CAROLINA HERRERA,Ch Men Sports,Vetiver,SeaNotesMixedWithSpices,4,Men,23,201.0
DORALL COLLECTION,Oud Maaruf,musk,saffron,5,Men,40,124.0
MONTBLANC,Emblem,TonkaBean,Cinnamon,5,Men,37,238.0
Calvin Klein,CKIN2U,WhiteMusk,CacaoPod,4,Men,24,71.0
HUGO BOSS,The Scent,Cacao,Osmanthus,4,Men,26,2.0
Paris Hilton,Fairy Dust,Pacsuli,Peach,5,Women,21,26.0
DAVIDOFF,Cool Water,Tobacco,Sandalwood,5,Women,38,5.0
PACO RABANNE,Olympéa Intense,Ambergris,PacoRabanneOlympea,5,Women,27,192.0
Milton Lloyd,Hawaii London,WoodyNotes,Jasmine,5,Women,25,234.0
Ajmal,Sacrifice,Woody,Musky,4,Men,20,256.0
Roberto Cavalli,Paradiso Assoluto,Cashmeran,WildJasmine,3,Women,35,354.0
Britney Spears,Fantasy,SensualWoods,Cupcakes,5,Women,20,292.0
Rasasi,Emotion,Sandalwood,Freesia,5,Women,35,94.0
BURBERRY,Mr.Burberry,GuaiacWood,Cedar,5,Women,22,130.0
DORALL COLLECTION,Oud Wood,musk,marigold,5,Men,38,226.0
BVLGARI,Aqva Marine Pour Homme,Amber,Rosemary,3,Men,29,339.0
Dior,Addict,Vanilla,Gardenia,5,Women,29,161.0
jennifer lopez,Still,Sandalwood,Honeysuckle,5,Women,21,66.0
Alina Corel,Monsieur Oud,Cedar,Rose,4,Women,31,113.0
BURBERRY,The Beat,Vetiver,Bluebell,3,Men,29,147.0
Dolce & Gabbana,Pour Femme,Guimave,Jasmine,3,Men,30,152.0
JAGUAR,Classic Black,Sandalwood,Geranium,5,Men,23,252.0
Rasasi,Oud Al Misk,Patchouli,Jasmine,3,Men,20,117.0
Dolce & Gabbana,The One,Cedar,Ginger,4,Men,26,319.0
DORALL COLLECTION,24 Pure,Amber,RedFruits,5,Women,29,203.0
CHANEL,Bleu De Chanel,Vetiver,IsoESuper,5,Men,32,353.0
UNITED COLORS OF BENETTON,Hot Gold,Sandalwood,Mimosa,5,Women,40,73.0
Roberto Cavalli,Uomo,Cedar,Honey,3,Men,26,317.0
Geoffrey Beene,Grey Flannel,Oakmoss,sage,4,Women,28,40.0
HUGO BOSS,Ma Vie,WoodyNotes,Rose,4,Women,31,81.0
Roberto Cavalli,Just Cavalli,CreamyRosewood,TahitianTiareFlowers,5,Women,36,242.0
DORALL COLLECTION,Nashwa,musk,lilyofthevalley,5,Men,21,87.0
DORALL COLLECTION,Scholar,Patchouli,Jasmine,5,Women,39,296.0
Calvin Klein,CK IN2U,Vanilla,CacaoPod,5,Men,33,55.0
GUESS,Dare,CoconutAccords,WildRose,4,Men,34,317.0
armani,Stronger With You Intensely,AmberyWoods,Vanilla,4,Men,24,319.0
DAVIDOFF,Leather Blend,Leather,Amber,3,Women,35,169.0
GUCCI,Bloom Nettare Di Fiori,Schijnhulst,Honeysuckle,4,Men,40,151.0
Calvin Klein,Obsession,Sandalwood,Myrrh,5,Men,22,248.0
BURBERRY,The Beat,CedarWood,Iris,5,Men,31,236.0
Calvin Klein,One Shock,Musk,Mexicanchocolate,4,Women,31,344.0
Rasasi,Romance,Sandalwood,Rose,5,Women,35,140.0
Mariah Carey,Forever,Musk,Gardenia,5,Women,32,3.0
Genie Collection,Premium,Musk,Tuberose,4,Women,27,253.0
JAGUAR,Vision II,Patchouli,SeaNotes,4,Men,32,1.0
Roberto Cavalli,Florence,Musk,GrapefruitBlossom,5,Men,32,113.0
DORALL COLLECTION,Oud Wood,musk,marigold,4,Men,30,168.0
CHLOE,Love Story,Cashmirwood,Peach,5,Men,28,137.0
VERSACE,Versace,GreyAmber,LebaneseBlueCedar,5,Men,31,50.0
ESCADA,Magnetism,Caramel,Freesia,4,Men,35,215.0
GUCCI,Bamboo,Sandalwood,CasablancaLily,3,Men,35,232.0
Dunhill,Desire Blue,Benzoin,,3,Men,38,68.0
J.CASANOVA,Vivaldi,TonkaBean,Ylang-Ylang,4,Women,39,36.0
DORALL COLLECTION,Islanders,Ambergris,BayLeaf,5,Women,29,145.0
TOMMY HILFIGER,Tommy Girl,Sandalwood,CrispGreenNotes,4,Women,29,101.0
Givenchy,Xeryus Rouge,CedarWood,RedPepper,3,Men,39,86.0
MONTBLANC,Legend,Tonka,Rose,4,Men,32,138.0
VERSACE,Eros,Ambroxan,Jasmine,3,Women,37,190.0
Calvin Klein,CK Be,Opoponax,Freesia,4,Women,29,315.0
Ajmal,Raindrops,FloralAmberyWoody,AnimalisticFloral,4,Men,38,164.0
CHOPARD,Casmir,Vanilla,Lily-Of-The-valley,3,Men,26,289.0
MONTBLANC,Legend,Evernyl,Apple,3,Men,27,74.0
GUCCI,Flora,Patchouli,Gardenia,4,Men,26,221.0
LALIQUE,Encre Noire,Musk,BourbonVetiver,3,Men,31,267.0
Dior,Sauvage,Cedar,Lavender,4,Women,22,247.0
LACOSTE,L.12.12 Blanc,Leather,MexicanTuberose,5,Women,36,117.0
Lattafa,Sheikh Shuyukh,Vetiver,Sage,4,Men,38,381.0
Parfums De Marly,Delina Exclusive,Amber,BurningOud,4,Women,36,137.0
Calvin Klein,One Shock,Amber,LivelyBlackBasil,3,Men,23,224.0
Sedr Al-Khaleej Perfumes,For Ever,Amber,Praline,4,Women,34,170.0
CHANEL,Coco Mademoiselle,WhiteMusk,Jasmine,3,Men,27,109.0
Rasasi,Shuhrah,Patchouli,Jasmine,3,Men,26,335.0
BVLGARI,Aqva Marine Pour Homme,VirginiaCedar,WaterNotes,5,Women,35,132.0
Van Cleef & Arpels,First,Honey,Carnation,4,Women,21,285.0
DORALL COLLECTION,DC,Vetiver,Rosemary,5,Women,21,288.0
Calvin Klein,Eternity,Sandalwood,Geranium,3,Women,35,119.0
HUGO BOSS,Just Different,Cashmeran,Freesia,4,Women,20,279.0
Rasasi,Oud Al Misk,Musk,Jasmine,3,Men,21,396.0
Dunhill,Desire Extreme,Amber,EvergreenCypress,3,Men,30,147.0
Yves Saint Laurent,Kouros Silver,WoodyNotes,Sage,5,Men,28,159.0
CHLOE,Love Story,Cashmirwood,Peach,4,Men,33,385.0
Dolce & Gabbana,Pour Femme,Sandalwood,Jasmine,5,Women,22,221.0
Dunhill,London,TonkaBean,Rose,3,Men,27,139.0
Ajmal,Wisal,SensualMusk,Sandalwood,3,Women,32,382.0
Givenchy,Gentlemen Only,TonkaBean,CedarWood,3,Men,25,221.0
GUCCI,Guilty Absolute,Amber,Vetiver,5,Men,33,359.0
VERSACE,Crystal Noir,Sandalwood,Peony,4,Men,30,64.0
VERSACE,Crystal Noir,Musk,OrangeBlossom,4,Women,35,1.0
ESCADA,Especially Elixir,MadagascarVanilla,Plums,4,Men,25,343.0
CARTIER,Pasha Edition Noir,WoodyAmber,CuddlyAromas,5,Men,23,88.0
LACOSTE,L.12.12 Blanc,Suede,Ylang-Ylang,5,Women,39,183.0
GIORGIO ARMANI,Si Passione,Cedar,Rose,5,Women,34,333.0
JAGUAR,Classic Black,VirginiaCedar,CardamomWithBlackTeaLeaves,4,Men,37,30.0
PACO RABANNE,Olympéa Intense,Sandalwood,Salt,5,Men,32,215.0
BURBERRY,London,Musk,Clementine,5,Men,40,10.0
GUCCI,Flora Gorgeous Gardenia,Patchouli,Gardenia,5,Women,32,17.0
LACOSTE,Essential,Sandalwood,Pepper,5,Women,29,128.0
VERSACE,Crystal Noir,Sandalwood,OrangeBlossom,4,Men,33,278.0
Yves Saint Laurent,Kouros Silver,Amber,Sage,5,Men,36,302.0
CAROLINA HERRERA,212 Vip,KingWood,ChilledVodka,5,Women,26,137.0
SWISS ARABIAN,Layali CPO At,Amber,Rose,4,Men,26,183.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Patchouli,Amber,3,Women,35,231.0
Calvin Klein,Sheer Beauty Essence,Cedar,Peony,5,Women,26,35.0
VERSACE,Bright Crystal,Plants,Peony,3,Women,29,334.0
MONTBLANC,Legend,Evernyl,Apple,3,Women,35,320.0
Genie Collection,1029 Collection,Mahogany,Lotus,4,Women,34,223.0
Revlon,Charli Blue,Sandalwood,Rose,4,Men,23,105.0
Van Cleef & Arpels,First,Amber,Lily,3,Men,25,135.0
HUGO BOSS,The Scent,Leather,Lavender,5,Women,39,376.0
Elizabeth Arden,Red Door,Sandalwood,Lily-of-thevalley,4,Women,33,207.0
Arabian Oud,Sheikh Al Shuyukh,Vetiver,Rosemary,5,Women,20,219.0
DAVIDOFF,Cool Water,Oakmoss,Geranium,5,Men,27,5.0
Givenchy,Eau De Moiselle,TonkaBeans,Rose,3,Women,26,312.0
Mariah Carey,Forever,Wood,Tuberose,3,Men,29,92.0
Yves Saint Laurent,Black Opium,WhiteWood,Coffee,4,Women,28,302.0
Guerlain,Habit Rouge,Vanilla,Cedar,4,Men,30,114.0
VERSACE,Yellow Diamond,PreciousMusk,Jasmine,5,Men,38,116.0
Jacques Bogart,One Man Show,Amber,Jasmine,5,Women,32,10.0
BVLGARI,Man in Black,Benzoin,Leather,5,Men,28,209.0
Dolce & Gabbana,Pour Femme,Heliotrope,OrangeBlossom,3,Men,25,254.0
Pierra Katra,Velvet Oud,CashmereWood,Honeysuckle,5,Men,30,242.0
Calvin Klein,Intense Euphoria,Patchouli,Sage,5,Men,33,142.0
Yves Saint Laurent,Black Opium Nuit Blanche,WhiteMusk,OrangeBlossomAbsolute,5,Men,36,71.0
Givenchy,Gentlemen Only,SkinAccord,Leather,5,Women,30,122.0
Juicy Couture,Vivi La Juicy Limited Edition,Caramel,Honeysuckle,5,Women,22,393.0
BVLGARI,Goldea The Roman Night Absolute,BlackMusk,MadagascarVanilla,3,Women,31,380.0
Ajmal,Sacrifice,Ambergris,OrangeBlossom,3,Men,20,363.0
TED LAPIDUS,Rumba Passion Ted Lapidus,Patchouli,Jasmine,5,Men,26,94.0
Lattafa,Oud Mood Gold Elixir,Vanilla,Agar,3,Men,37,251.0
Guerlain,Habit Rouge,Benzoin,Jasmine,5,Women,30,270.0
Ferrari,Scuderia Red,Cedar,Nutmeg,4,Men,28,31.0
HUGO BOSS,Orange EDT Sp,WoodsyNotes,Incense,3,Women,40,106.0
HUGO BOSS,Ma Vie,WoodyNotes,Jasmine,5,Men,24,159.0
Lattafa,Rouat Al Musk,Vanilla,Jasmine,4,Women,35,168.0
Lattafa,24 Carat Pure Gold,Vanilla,Sandalwood,5,Women,23,122.0
MB,Sweetheart Rockstar,Rose,Rosemary,5,Women,29,281.0
Lattafa,Rouat Al Musk,Vanilla,Jasmine,5,Men,21,62.0
Calvin Klein,Obsession,Sandalwood,BrazilianRosewood,3,Women,21,342.0
Lancome,La Vie Est Belle,Patchouli,OrangeTreeBlossom,4,Men,21,72.0
CHANEL,Coco Mademoiselle,Patchouli,Rose,3,Men,22,55.0
Calvin Klein,Euphoria,Suede,BlackBasil,5,Men,36,33.0
HUGO BOSS,Bottled Unlimited,Musk,Pineapple,3,Women,38,163.0
Roberto Cavalli,Paradiso Assoluto,Vanilla,Passionfruit,3,Women,25,226.0
ESCADA,Especially Elixir,DryAmber,YlangYlang,3,Women,20,61.0
CAROLINA HERRERA,212 Sexy,Musk,Gardenia,5,Men,38,168.0
HUGO BOSS,Boss The Scent,Leather,Lavender,3,Women,28,71.0
Roberto Cavalli,Uomo,Patchouli,Honey,3,Men,23,52.0
S.T.Dupont,Royal Amber,Mint,Cedar,3,Men,29,253.0
Givenchy,Dahlia Divin Nude,Rose,Rosemary,4,Men,28,400.0
Alina Corel,Monsieur Oud,Musk,Rose,3,Men,21,213.0
COACH,Floral,Vanilla,Hedione,5,Women,24,247.0
TRUSSARDI,Uomo,Leather,ClarySage,5,Men,21,220.0
BURBERRY,My Burberry,Damascus,Geranium,3,Women,34,183.0
PACO RABANNE,Olympea,Ambergris,SaltedVanilla,3,Men,32,52.0
Jean Paul GAULTIER,Scandal,Patchouli,Gardenia,4,Men,23,101.0
Yves Saint Laurent,Kouros Silver,Amber,Sage,3,Women,32,105.0
LA PERLA,Divina,Musk,Pink,3,Men,34,12.0
Yves Saint Laurent,Body Kouros,Benzoin,ChineseCedar,4,Women,31,134.0
GUESS,Dare,Musk,WildRose,4,Women,39,270.0
S.T.Dupont,S.T. Dupont,Sandalwood,Iris,5,Men,25,324.0
Givenchy,L'interdit,Patchouli,Jasmine,4,Women,23,312.0
Roberto Cavalli,Florence,Musk,OrangeBlossom,4,Men,33,243.0
Fendi,L'Acquarossa,RedCedarWhiteMusk,RoseOrangeBlossom,4,Men,30,149.0
MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,balsamic,bakhoor,5,Women,29,90.0
CAROLINA HERRERA,Prive,Leather,LuxuriousNotesofWhiskey,3,Women,37,379.0
LACOSTE,L.12.12 Blanc,Leather,Ylang,5,Men,37,247.0
Roberto Cavalli,Uomo,Patchouli,Lavender,3,Men,30,171.0
BURBERRY,Weekend,Nectarine,RoseHipRedCyclamen,3,Women,39,358.0
Genie Collection,Premium,Amber,Tuberose,5,Women,20,254.0
KORLOFF,In White,Cashmeran,Lavender,3,Men,31,37.0
Calvin Klein,CK One,Amber,Jasmine,4,Women,23,160.0
UNITED COLORS OF BENETTON,Cold,Vetiver,Lavender,3,Women,33,66.0
Calvin Klein,Euphoria Intense,Myrrh,BlackBasil,3,Men,36,313.0
LANVIN,L'Homme Sport,Vetiver,Cloves,5,Women,38,209.0
Givenchy,Blue Label,Cedar,Cardamom,3,Men,25,272.0
Dolce & Gabbana,Pour Femme,Sandalwood,Jasmine,3,Women,23,142.0
GUCCI,Bamboo,Sandalwood,CasablancaLily,4,Men,30,346.0
LACOSTE,L.12.12 Blanc,Suede,Ylang,3,Men,32,176.0
DORALL COLLECTION,Blue Princess,Patchouli,Woody,3,Women,31,16.0
AIGNER,Starlight,Sandalwood,Jasmine,5,Women,38,318.0
CHLOE,Love Story,Vetiver,JuniperBerries,5,Women,24,88.0
Jimmy Choo,Man Ice,Musk,cedar,5,Men,36,62.0
Van Cleef & Arpels,Ambre Imperial,WoodsyNotes,TonkaBean,5,Men,38,254.0
Sedr Al-Khaleej Perfumes,Love Touch,WoodyLeather,TiareFlower,4,Women,27,83.0
Calvin Klein,One Shock,Musk,Osmanthus,4,Men,40,149.0
